index,unit2_pos,unit1_beam
1308,"[0.38301563910826847, 0.41476565739527943]",16
9275,"[0.33098825877948534, 0.4338448776425746]",17
10054,"[0.36217141226753213, 0.45444490526899484]",17
224,"[0.2728050577510733, 0.36499377849527165]",14
5845,"[0.3130912202335037, 0.38822065532575384]",15
4153,"[0.3741740742577803, 0.2932393198006443]",11
9651,"[0.194276750486495, 0.43674823724884076]",19
8254,"[0.20761040072745027, 0.5300705101249577]",28
11049,"[0.27375576366132337, 0.15429282454876486]",2
10194,"[0.36376384466213474, 0.45790128575825856]",17
3072,"[0.6129913961227225, 0.27319231301792707]",14
6576,"[0.30337025240421267, 0.2369694455941809]",6
8318,"[0.2389361600952794, 0.4639845154122897]",20
8798,"[0.35551647098022104, 0.41559518871977574]",17
3292,"[0.5520036126793381, 0.3365132033549019]",15
8632,"[0.2214669392055327, 0.3934743536356414]",15
6050,"[0.30222940533217807, 0.4303884971533109]",17
8353,"[0.16480486760650015, 0.4053643024825576]",17
764,"[0.24416504255099122, 0.6594773952728368]",27
2231,"[0.485905785044355, 0.26545002073455065]",12
7584,"[0.2167847126532811, 0.3174339831076068]",12
6574,"[0.29609735228199413, 0.26047283282686734]",6
9759,"[0.19411037695726763, 0.4368864924597665]",17
5962,"[0.27228216951394607, 0.3833817226682908]",15
8790,"[0.3569662974781533, 0.4179455274430444]",17
8952,"[0.3602224651819177, 0.412138808230512]",17
624,"[0.3399486618771987, 0.43965159683545973]",15
7843,"[0.19960070352309908, 0.5093322272679645]",24
1798,"[0.47314255835630503, 0.411447532156236]",16
1298,"[0.3566335504028106, 0.41296833955500833]",16
2621,"[0.655511717450332, 0.501866445445734]",17
10840,"[0.26681561059755965, 0.15346329326356306]",2
10211,"[0.3642154299509268, 0.45707175443376225]",17
4778,"[0.347126491418525, 0.41200055301958627]",16
2334,"[0.40117412178125766, 0.3655467993782692]",15
5901,"[0.27475400485357565, 0.3782662795496817]",15
4703,"[0.2552407662635464, 0.35614544448519464]",13
1481,"[0.4451205019742424, 0.4895617309463932]",17
8179,"[0.2253410657442045, 0.4136596156292844]",17
600,"[0.38054380376863883, 0.2476150974641763]",9
10536,"[0.20906022722538253, 0.21927277753473232]",4
11321,"[0.23047487760213614, 0.4140743813210034]",18
6370,"[0.18263060322103458, 0.4149039126062052]",17
2966,"[0.7661501164637622, 0.2740218443031289]",14
8508,"[0.21566763321380358, 0.4543066500580691]",20
2707,"[0.6001093311874472, 0.6079081985129107]",20
10834,"[0.2679326900201492, 0.15512235587326118]",2
10511,"[0.2492513191100328, 0.2574312180293226]",7
5167,"[0.25459903977919396, 0.5107147794754583]",20
4265,"[0.3051765936269327, 0.574865201176224]",22
7095,"[0.20851357132192236, 0.26780035945781927]",6
8284,"[0.1952274563798572, 0.2950366376212682]",7
4141,"[0.44288634311217534, 0.3560071892742689]",14
8348,"[0.16501877643461763, 0.4267938614531214]",18
805,"[0.3464609972847275, 0.3889119314393244]",15
1357,"[0.43642154300353664, 0.4382690446476131]",17
9710,"[0.1921851975042103, 0.4355039402522727]",17
7295,"[0.19815087702516682, 0.34757362089696914]",11
6181,"[0.2946712934335069, 0.5998893958076827]",26
3301,"[0.562128630515419, 0.11530485272967826]",12
8389,"[0.26222845462620026, 0.29171851238222474]",7
3748,"[0.7826448638107016, 0.36665284110496976]",15
11337,"[0.2332556923507755, 0.4139361260904304]",18
8156,"[0.2269097304724741, 0.41269182913315683]",17
5180,"[0.25196083092722493, 0.42817641364096803]",20
7092,"[0.2078718448375699, 0.28425273052069977]",8
1444,"[0.4879735703771947, 0.36706760681633605]",15
2117,"[0.5275942387258277, 0.15125120971192568]",10
7624,"[0.2109616390121069, 0.2416701230407182]",4
5161,"[0.26610258116487207, 0.46757915111247916]",17
2671,"[0.6243047963128402, 0.996128853877959]",24
7916,"[0.1596710557485685, 0.5161067330355661]",28
696,"[0.3939962922399314, 0.16217337204306712]",7
6578,"[0.30622237010118714, 0.2113922300404301]",4
8500,"[0.19456196226294764, 0.44863818611540424]",20
1229,"[0.31237819080081614, 0.37287432598957393]",14
5731,"[0.1997195417534364, 0.39554818195670577]",16
6411,"[0.17830489137668276, 0.4164247200246248]",17
9603,"[0.18545895326856401, 0.4048112816388546]",16
3799,"[0.8012786994388159, 0.22010230885922863]",14
2135,"[0.4778247849085566, 0.16397068990298547]",9
3493,"[0.7362028806455302, 0.3542098714143505]",15
288,"[0.2711175547755785, 0.38849716576725263]",14
2107,"[0.515853020862587, 0.378957555643605]",16
5680,"[0.34907543852102735, 0.3369279690269737]",15
2770,"[0.5983505252636173, 0.5373980367559097]",18
1290,"[0.3558016827566736, 0.41200055301958627]",16
5356,"[0.36697247706700903, 0.4209871422602363]",23
11263,"[0.23175833055395312, 0.41172404255844025]",17
9265,"[0.3315586823155027, 0.4334301119901501]",17
4870,"[0.32509388220686397, 0.2889534080065316]",11
3364,"[0.5411180301454553, 0.6600304161361871]",20
686,"[0.37676474782774727, 0.28287017833285316]",13
7458,"[0.10041831059645695, 0.5206691552318832]",28
1316,"[0.4211151780275219, 0.42582607493734664]",16
1086,"[0.30258592005696583, 0.37494815427134376]",14
210,"[0.279721443165392, 0.3810313839450222]",14
2049,"[0.47064695536723034, 0.4290059449654643]",17
8998,"[0.3648571564352792, 0.41200055301958627]",17
729,"[0.31938964681291504, 0.3792340660851038]",13
7646,"[0.2664115605907697, 0.2295036637523032]",3
6445,"[0.05490326567520263, 0.43052675236423665]",19
1538,"[0.5693539953387474, 0.47089727637116985]",17
6663,"[0.20157341827504652, 0.5306235310276025]",26
1174,"[0.27746351665387986, 0.2995990598568797]",12
6184,"[0.28730332271350817, 0.5949122079392939]",26
1886,"[0.4444312401909999, 0.2835614544464237]",13
1650,"[0.5243380710220632, 0.5170745195709882]",17
6918,"[0.16033654988236598, 0.3644407576319214]",12
4815,"[0.23534724533306023, 0.32559104106305503]",12
5087,"[0.3095973760521768, 0.4215401631235866]",17
4253,"[0.3044397965448001, 0.44794691000183373]",17
1159,"[0.24585254550959812, 0.452371076987225]",19
3669,"[0.7933640728322449, 0.36264343977200303]",15
1662,"[0.5212007415486362, 0.5512235586933172]",19
2752,"[0.6280125493222846, 0.4609429005754505]",17
1704,"[0.46834149355682814, 0.36720586200761457]",15
10693,"[0.2538147074150592, 0.19881100511923783]",4
343,"[0.33129723820538304, 0.3766072169203364]",15
3601,"[0.767386034133577, 0.30706484167911013]",15
4228,"[0.42876836050708533, 0.2618553850147139]",11
5850,"[0.29643009934044895, 0.38379648830106805]",15
9581,"[0.1694870941756397, 0.39292133277229113]",15
6507,"[0.15729429100671907, 0.48029863126424444]",22
9394,"[0.20542377714738536, 0.4287294345436128]",18
2810,"[0.7357512953398502, 0.0022120834926956357]",11
957,"[0.2898939962834751, 0.5111295451278828]",20
7930,"[0.22458050101262683, 0.3338863542097818]",9
7866,"[0.14581451727048603, 0.5286879579764057]",25
221,"[0.27396967247255294, 0.3759159408067658]",14
2392,"[0.41308171317372566, 0.47532144339585564]",17
7199,"[0.2628701811105527, 0.3094151804023788]",9
4480,"[0.26783761943925694, 0.29489838241034244]",12
9933,"[0.3188192232768977, 0.4489146965176085]",17
10201,"[0.3639777534902522, 0.45679524401191074]",17
3944,"[0.4288158958059754, 0.4266556062421957]",16
8674,"[0.21512097732723132, 0.41020323515966794]",17
3589,"[0.7670057517762321, 0.30582054470218933]",15
551,"[0.32036412035572226, 0.5396101202682525]",21
4884,"[0.3247849027978542, 0.25729296281839686]",9
6948,"[0.17609450016406075, 0.3940273745382862]",14
7695,"[0.2185435185602231, 0.2926862988979995]",7
10005,"[0.36255169464176495, 0.45859256185218183]",17
4572,"[0.35031135617395426, 0.3213051292689423]",12
5282,"[0.27884204022036496, 0.3193695562177454]",13
373,"[0.3343870323630321, 0.42845292408246677]",16
5781,"[0.29165280220730505, 0.4193280796505382]",17
10960,"[0.274445025427678, 0.15567537673661147]",2
4317,"[0.422921519233354, 0.44200193555872835]",16
6127,"[0.2758235489772752, 0.41670123046612356]",16
6913,"[0.15845890572819873, 0.3648555232843459]",12
479,"[0.3442030707732154, 0.37633070645919037]",15
6475,"[0.23800922185136225, 0.4332918567399298]",19
2478,"[0.40338451299387973, 0.27319231301792707]",13
4477,"[0.25621523980635363, 0.2878473662405365]",11
914,"[0.3606027475392626, 0.3345776303037051]",12
1050,"[0.2954080904987516, 0.38490253006706315]",15
11025,"[0.274445025427678, 0.1547075902011894]",2
8648,"[0.2141465037844241, 0.4110327664841642]",17
7823,"[0.22526976279586938, 0.5130651181987269]",25
534,"[0.3263060322272337, 0.5539886630690104]",22
3628,"[0.764320007608485, 0.30955343561330456]",15
7537,"[0.155060132144652, 0.3988663071957492]",15
7398,"[0.23430146884191785, 0.38517904048891466]",15
9010,"[0.36721015354457154, 0.4133831052074329]",17
2029,"[0.4198792603577071, 0.5467993916882787]",19
10923,"[0.2763702048807353, 0.1555371215256857]",2
3921,"[0.8095736084027317, 0.716438545533929]",20
2398,"[0.4108950896105487, 0.45195631133480046]",17
5547,"[0.286352616820146, 0.4435227429575007]",17
7467,"[0.08420877500908218, 0.4309415180166612]",20
4234,"[0.3733897418767576, 0.296004424137043]",11
590,"[0.3846080714859831, 0.26697082813332296]",11
11356,"[0.23553738651173267, 0.4136596156292844]",18
5460,"[0.34035271188398863, 0.43356836720107583]",17
10600,"[0.21944668917158314, 0.1769666804962495]",2
4515,"[0.33372153824612255, 0.48624360568770253]",20
5486,"[0.3736511860037652, 0.43315360152900406]",17
6250,"[0.2740885107197782, 0.3391400525393166]",12
8899,"[0.3598184151751278, 0.4144891469537807]",17
9979,"[0.31637115558671314, 0.4489146965176085]",17
10672,"[0.25395731331172944, 0.19646066637632192]",4
5198,"[0.219826971528928, 0.23337480991363868]",8
4521,"[0.3457242002194828, 0.43992810725731124]",19
2248,"[0.4902790321875969, 0.26697082813332296]",12
5659,"[0.38273042734870377, 0.3391400525393166]",15
3179,"[0.5812615867312154, 0.11530485272967826]",12
11059,"[0.2766078813582979, 0.15526061108418693]",2
9814,"[0.1981984123240569, 0.4303884971533109]",17
6601,"[0.18838237391387364, 0.22590902805211371]",3
5506,"[0.22593525692966687, 0.5224664730918015]",21
3923,"[0.8114987878557891, 0.7797594359101984]",20
5195,"[0.22296430098546716, 0.22798285635353085]",9
9749,"[0.19437182106738726, 0.4356421954631985]",17
9867,"[0.19054522982760555, 0.43204755980230347]",17
3869,"[0.7967153111169015, 0.47933084472882237]",17
587,"[0.37914151256959666, 0.30139637769715083]",12
11261,"[0.23156818937528068, 0.4113092769453102]",17
7082,"[0.20670723011609024, 0.3602931010487344]",15
814,"[0.3494794885278173, 0.3067883312376114]",12
10819,"[0.26548462232996467, 0.15526061108418693]",2
2312,"[0.4018396159150552, 0.4103414903705937]",17
2453,"[0.4244901839616236, 0.5176275404343385]",19
2582,"[0.6253743404534275, 0.38905018665025015]",15
8182,"[0.22607786280944922, 0.41352136041835863]",17
538,"[0.3237153586572668, 0.5473524125319817]",22
2935,"[0.6589580263327688, 0.5512235586933172]",19
2489,"[0.39694348053468603, 0.21941103274565807]",11
2354,"[0.4108950896105487, 0.23779897691867719]",12
4081,"[0.3165375291159405, 0.2730540578070013]",11
11239,"[0.22372486571704484, 0.4142126365319292]",18
7492,"[0.10586110186339832, 0.5145859255974993]",25
429,"[0.33593192945874456, 0.3811696391559479]",15
5801,"[0.3549460474442037, 0.40909719339367284]",16
7530,"[0.17103199125446425, 0.3819991704804442]",14
8983,"[0.36297951228111197, 0.41255357388293656]",17
3002,"[0.5956410134464252, 0.6264343978968555]",19
1523,"[0.4934401292935811, 0.4545831604995679]",17
8174,"[0.22598279222855697, 0.41379787087950465]",17
7604,"[0.2332081570518854, 0.45555094703498994]",19
8864,"[0.3568712268803731, 0.4151804230673512]",17
3736,"[0.7805533108453048, 0.41047974558151945]",16
601,"[0.37764415078966224, 0.2525922853325651]",9
385,"[0.35492227979475865, 0.4131065947659341]",15
4637,"[0.37861862433246946, 0.3980367758909002]",15
6560,"[0.15025906736206307, 0.3380340107929688]",11
6280,"[0.27974521081483705, 0.3766072169203364]",14
2898,"[0.508770261919041, 0.6643163279302998]",20
4720,"[0.33959214716929886, 0.5125120973157293]",20
3950,"[0.4446689166685624, 0.43619521636584324]",17
6604,"[0.18548272091800905, 0.22936540854137744]",3
7433,"[0.20266673004819105, 0.31052122218802114]",7
8375,"[0.17621333839439804, 0.3159131757088344]",10
3566,"[0.7622284546262003, 0.3051292686279133]",15
1141,"[0.2527451632744718, 0.3943038849601377]",15
1869,"[0.42063982507239683, 0.3500622148311635]",14
6640,"[0.19998098588044397, 0.4809899073385205]",20
6295,"[0.31482625849100065, 0.3956864371676315]",15
8249,"[0.21830584208266057, 0.5823309829788071]",28
1740,"[0.5070827589435462, 0.3712152633798758]",15
8111,"[0.17473974426390865, 0.4099267247378164]",17
10796,"[0.26115891048561285, 0.15650490806110776]",2
6786,"[0.17229167657372407, 0.35296557445707694]",11
8917,"[0.3584161239760856, 0.415042167817131]",17
8078,"[0.2636069781757974, 0.407991151647325]",17
2159,"[0.47107477302346534, 0.361952163697727]",14
5249,"[0.23838950420870714, 0.32116687403836924]",12
9084,"[0.39810809525616575, 0.4089589381827471]",17
8693,"[0.2177591861960883, 0.407991151647325]",17
10516,"[0.24052859247299402, 0.23807548732088146]",6
1100,"[0.30301373769631285, 0.37854278997153323]",14
1959,"[0.39542235108841867, 0.38600857181341097]",15
8546,"[0.21590530969136612, 0.42817641364096803]",19
10122,"[0.3631696534597844, 0.4569334992228365]",17
7350,"[0.16150116462073358, 0.3051292686279133]",9
7688,"[0.21958929505136546, 0.2913037466905057]",7
933,"[0.3305604411232504, 0.36402599197949687]",14
1563,"[0.6193611256335809, 0.3839347435119938]",15
6474,"[0.24050482482354898, 0.4328770911267998]",17
785,"[0.33666872652398927, 0.473662380746863]",20
2654,"[0.6366402053615431, 0.7077284667347777]",20
5,"[0.3123544231513711, 0.48444628784743143]",20
3723,"[0.7883966345035407, 0.4695147241833233]",17
10694,"[0.25390977801283937, 0.19881100511923783]",4
919,"[0.3467462090611801, 0.35324208487892844]",13
4705,"[0.26779008414036687, 0.38600857181341097]",14
1463,"[0.5610353187253866, 0.26462048941005434]",14
6190,"[0.27434995484678576, 0.5791511129506894]",26
2525,"[0.5425916242759447, 0.436333471576769]",17
402,"[0.3608404240168251, 0.41559518871977574]",15
7633,"[0.20616057422951797, 0.2379372321099557]",3
9225,"[0.3338166088270148, 0.43232407022415503]",17
1072,"[0.38755525978073774, 0.3495091939678132]",12
7982,"[0.2523648809171269, 0.4089589381827471]",15
3732,"[0.7823121167522469, 0.41476565739527943]",16
606,"[0.3716784712687057, 0.2676621042468935]",9
3870,"[0.7965727052371192, 0.47933084472882237]",17
7103,"[0.2090364595759375, 0.25784598368174716]",5
3738,"[0.7808147549554244, 0.41531867827827695]",15
8200,"[0.2379141512535821, 0.4136596156292844]",17
3473,"[0.4913961116101865, 0.460666390153599]",17
10543,"[0.2101773066479721, 0.21830499099931025]",4
10138,"[0.36217141226753213, 0.45707175443376225]",17
2703,"[0.5970433046623552, 0.679247891594408]",20
9032,"[0.37315206541608303, 0.3943038849601377]",16
5638,"[0.35076294147963427, 0.4292824554069631]",17
2062,"[0.48226933498324576, 0.30139637769715083]",14
7138,"[0.21212625373358657, 0.3636112263074251]",12
9656,"[0.19482340637306728, 0.4371630028816181]",19
6532,"[0.13820887008981272, 0.48223420433508857]",24
1648,"[0.5253838475132055, 0.4952301949283526]",17
8587,"[0.21794932737476075, 0.4136596156292844]",16
9986,"[0.31527784379668067, 0.44919120693946]",17
8764,"[0.3630983505283372, 0.4175307617906199]",17
4782,"[0.35031135617395426, 0.38905018665025015]",15
7612,"[0.22638684223534689, 0.38849716576725263]",15
2055,"[0.4794172172862713, 0.3407991151883092]",15
2912,"[0.5097685031112932, 0.6623807548594557]",20
3788,"[0.8036554641806654, 0.17516936263633115]",12
9873,"[0.18947568568701814, 0.4332918567399298]",17
5489,"[0.22916765698398622, 0.5212221761345279]",21
11134,"[0.27793886960900493, 0.2113922300404301]",4
5744,"[0.2884204021529857, 0.4175307617906199]",17
3232,"[0.5646480011370507, 0.5282731923043339]",17
3646,"[0.772709987170181, 0.30844739388660397]",15
7913,"[0.16147739697128854, 0.5673994192950518]",30
3015,"[0.5922184722134334, 0.5519148347675933]",19
10415,"[0.25543090744221886, 0.3965159684724806]",16
4220,"[0.5542853068402952, 0.32254942622621585]",20
4316,"[0.42525074867631335, 0.43260058066565377]",17
4863,"[0.37103674476746534, 0.345776303056698]",14
9501,"[0.22916765698398622, 0.35794276232546574]",13
8407,"[0.21692731853306343, 0.4677174063234049]",23
1964,"[0.39592147169298875, 0.34135213601236497]",15
5330,"[0.28982269335202787, 0.4045347711777086]",16
6807,"[0.17431192660767367, 0.3526890640155782]",11
7764,"[0.21832960973210563, 0.4847227982889302]",22
2786,"[0.6316727670328389, 0.3602931010487344]",15
7635,"[0.20658839188575293, 0.2369694455941809]",3
9405,"[0.21485953320022375, 0.403152218989862]",16
626,"[0.33631221181608945, 0.4660583437137068]",17
8752,"[0.3608404240168251, 0.41614820960277327]",17
11058,"[0.27679802253697033, 0.15539886629511268]",2
8463,"[0.2298806864166738, 0.39057099404902246]",14
11289,"[0.23116413936849076, 0.4133831052074329]",17
6035,"[0.3360032324070797, 0.4301119867314594]",17
4482,"[0.28257356086236646, 0.3044379925143427]",12
3868,"[0.7967866140652367, 0.47933084472882237]",17
7630,"[0.20689737129476268, 0.2437439513421353]",3
9945,"[0.3179873556138728, 0.4483616756542582]",17
3029,"[0.5945952369721706, 0.416009954352553]",17
2667,"[0.6272519846075948, 0.9489838241230714]",22
2417,"[0.41384227788841543, 0.29641918980911475]",13
6961,"[0.1833674002862793, 0.4830637356399376]",21
821,"[0.3522127679775665, 0.2445734826273371]",10
1991,"[0.38817321861564513, 0.2173372044638882]",11
6338,"[0.1462898702256111, 0.45734826489490826]",20
7932,"[0.22536483339364954, 0.353933360992499]",10
650,"[0.3267813851823588, 0.6202129130515459]",25
3733,"[0.7816941579173394, 0.41117102169508996]",16
7816,"[0.22386747159682718, 0.5166597538989164]",25
8586,"[0.2174739744196357, 0.4133831052074329]",16
8740,"[0.3351713647440548, 0.41200055301958627]",17
2727,"[0.6817036649771174, 0.23254527854984788]",14
8640,"[0.21072396253454437, 0.4133831052074329]",16
7991,"[0.25742738984361135, 0.4039817502750638]",16
2858,"[0.5021390882811748, 0.7569473247714352]",20
7904,"[0.15551171745033202, 0.5849578321435746]",30
8149,"[0.21711745971173588, 0.41117102169508996]",17
1521,"[0.4935827351902514, 0.4543066500580691]",17
8569,"[0.1938727004797051, 0.40522604727163186]",16
4187,"[0.19990968293210884, 0.6623807548594557]",25
6611,"[0.18296335027948937, 0.2501036913983707]",4
1489,"[0.46962494652553305, 0.46121941101694924]",17
1293,"[0.355492703330776, 0.41255357388293656]",16
4152,"[0.3820887008643513, 0.28729434535753895]",11
109,"[0.30225317298162313, 0.43730125811219106]",17
4507,"[0.3219090174514347, 0.5772155398994926]",23
7009,"[0.19040262394782323, 0.4179455274430444]",17
255,"[0.27244854304317345, 0.33056822893144383]",12
23,"[0.3237628939561569, 0.4823724595460143]",20
4794,"[0.3873413509526203, 0.25286879579371113]",11
2886,"[0.503588914779107, 0.6699847919122592]",20
8272,"[0.1917573798479753, 0.29171851238222474]",7
6207,"[0.2632029281690075, 0.5263376192138425]",23
1967,"[0.39604030992332606, 0.30347020601821517]",14
619,"[0.3500499120638346, 0.3727360707786481]",13
4037,"[0.38860103627188014, 0.3338863542097818]",14
1202,"[0.29433854637505213, 0.26116410894043784]",9
9359,"[0.2667918429481146, 0.43204755980230347]",19
3161,"[0.5895564956951314, 0.3069265864681844]",15
176,"[0.2852117697312235, 0.4955067053502041]",19
2162,"[0.47064695536723034, 0.35904880407181355]",14
6134,"[0.27622759898406507, 0.4220931840262314]",16
655,"[0.327755858725166, 0.624775335247863]",25
690,"[0.3860103626850253, 0.22466473109484014]",9
5513,"[0.22610163045889425, 0.522881238744226]",21
6198,"[0.26724342823690667, 0.5575832987691999]",25
7277,"[0.15845890572819873, 0.35324208487892844]",14
9935,"[0.3199600703489323, 0.44919120693946]",17
2675,"[0.6223558492272258, 1.0]",24
5322,"[0.29134382278140736, 0.4042582607362098]",16
7981,"[0.25200836620922706, 0.4108945112535912]",15
10710,"[0.25566858391978137, 0.19950228121316113]",4
6613,"[0.18296335027948937, 0.25964330154166554]",4
4748,"[0.34788705613321474, 0.4136596156292844]",16
1327,"[0.4303370252353549, 0.4330153463180783]",17
2676,"[0.6205019727225035, 0.9987557030230791]",24
1071,"[0.3986547511596259, 0.3477118761078949]",12
10490,"[0.24525835432413576, 0.3518595326910819]",14
2047,"[0.466535152350996, 0.4538918844252918]",17
10844,"[0.2667443076492245, 0.15318678280241704]",2
2781,"[0.6166753814658339, 0.42734688235576623]",17
3765,"[0.7853543756278938, 0.16383243469205971]",12
4559,"[0.3628606740507747, 0.2538365823094859]",10
4355,"[0.34463088842945033, 0.5588275957264734]",22
3464,"[0.4945096734341685, 0.4215401631235866]",17
6485,"[0.19097304748384053, 0.43674823724884076]",19
5500,"[0.227313780479264, 0.5224664730918015]",21
1821,"[0.470504349487448, 0.4017696668020154]",15
9271,"[0.3317725911436201, 0.43412138806442613]",17
6296,"[0.3067927936540924, 0.3959629475698358]",14
2859,"[0.4980985881963877, 0.7645513618242387]",20
3887,"[0.798711793518294, 0.4783630581934003]",17
562,"[0.4640870846608115, 0.44614959214191535]",17
11380,"[0.3307981176008129, 0.42140190791266086]",18
1161,"[0.2487759661549077, 0.4330153463180783]",17
9253,"[0.33393544707424, 0.4334301119901501]",17
942,"[0.31908066738701735, 0.39706898935547813]",17
10278,"[0.3640252887722544, 0.45610396791798746]",19
136,"[0.29462375813461683, 0.48569058482435223]",19
8829,"[0.3548747444958686, 0.416286464813699]",17
1937,"[0.39637305699866876, 0.44532006081741904]",17
1848,"[0.47292864952818753, 0.357666251883967]",14
3808,"[0.8055568759842776, 0.3811696391559479]",15
6606,"[0.18431810619652939, 0.23392783075734172]",3
7367,"[0.19698626230368715, 0.45582745745684145]",20
406,"[0.39699101583357616, 0.4071616203621232]",15
11174,"[0.2921281551455422, 0.24194663348221696]",6
1142,"[0.2542662927207392, 0.39706898935547813]",15
4955,"[0.3750534772028074, 0.3896032075136004]",15
11014,"[0.2736131577646531, 0.15429282454876486]",2
718,"[0.35805960926818575, 0.23434259644906075]",7
898,"[0.37193991539571325, 0.3304299737205181]",12
4053,"[0.3119503731445812, 0.49730402321012246]",19
1938,"[0.3961829158199963, 0.44532006081741904]",17
8488,"[0.23544231591395248, 0.4913590488063116]",20
7721,"[0.2225364833292322, 0.3847642748561374]",14
8697,"[0.21909017444679538, 0.4081294068582508]",17
10765,"[0.2548842515556466, 0.20116134386215373]",4
5780,"[0.2912249845510701, 0.419466334861464]",17
2575,"[0.5955221752160879, 0.4424167012308001]",17
4660,"[0.35537386510043867, 0.4798838656118199]",20
10744,"[0.2548129486241994, 0.20143785426435798]",4
8732,"[0.303964443606563, 0.4113092769453102]",17
8777,"[0.3570138327770434, 0.4182220378648959]",17
5222,"[0.4147692161492205, 0.4707590211602441]",19
7387,"[0.2529590721025893, 0.4825107147765873]",22
135,"[0.2948138993132893, 0.484861053499856]",19
6360,"[0.18507867091121913, 0.4218166735847326]",17
10273,"[0.3599847887043552, 0.4581777962194046]",18
3909,"[0.7995198935318739, 0.5477671781844062]",17
4805,"[0.28525930503011354, 0.24747684225325053]",9
10585,"[0.21174597137624168, 0.21871975667138205]",4
2837,"[0.6379236583133601, 0.29558965852391295]",14
9696,"[0.1928744592874528, 0.4353656850609942]",17
5643,"[0.3669011741186739, 0.3940273745382862]",16
8309,"[0.24789656319299275, 0.3977602654297542]",15
10977,"[0.27401720777144306, 0.15498410066233542]",2
2073,"[0.4789893996300363, 0.3206138531553717]",14
7674,"[0.2267433569432467, 0.30955343561330456]",9
6911,"[0.1576508057146189, 0.3683119037539624]",13
2734,"[0.6778770737204478, 0.23461910687091225]",14
11131,"[0.27900841374959234, 0.20268215126092606]",4
2042,"[0.45503161096531797, 0.49287985620508395]",19
9373,"[0.19610685934177216, 0.42140190791266086]",18
1732,"[0.6001093311874472, 0.2726392921152823]",13
477,"[0.34548652374192024, 0.3985897967542505]",15
3486,"[0.5336312211782314, 0.6099820267946806]",19
10838,"[0.2665541664705521, 0.15401631408761887]",2
7888,"[0.15078195559919028, 0.5819162173067354]",28
10384,"[0.24918001616169763, 0.3930595879832169]",16
2791,"[0.6582687645664143, 0.2588137702171692]",15
