index,unit1_rgb,unit1_beam
3301,../scenario23_dev/unit1/camera_data/image_BS1_3301_17_07_24.jpg,12
8389,../scenario23_dev/unit1/camera_data/image_BS1_9006_17_53_24.jpg,7
3748,../scenario23_dev/unit1/camera_data/image_BS1_3748_17_08_56.jpg,15
11337,../scenario23_dev/unit1/camera_data/image_BS1_11954_18_02_12.jpg,18
8156,../scenario23_dev/unit1/camera_data/image_BS1_8773_17_52_48.jpg,17
5180,../scenario23_dev/unit1/camera_data/image_BS1_5797_17_15_54.jpg,20
7092,../scenario23_dev/unit1/camera_data/image_BS1_7709_17_48_48.jpg,8
1444,../scenario23_dev/unit1/camera_data/image_BS1_1444_17_02_20.jpg,15
2117,../scenario23_dev/unit1/camera_data/image_BS1_2117_17_04_19.jpg,10
7624,../scenario23_dev/unit1/camera_data/image_BS1_8241_17_50_13.jpg,4
5161,../scenario23_dev/unit1/camera_data/image_BS1_5778_17_15_51.jpg,17
2671,../scenario23_dev/unit1/camera_data/image_BS1_2671_17_05_49.jpg,24
7916,../scenario23_dev/unit1/camera_data/image_BS1_8533_17_51_13.jpg,28
696,../scenario23_dev/unit1/camera_data/image_BS1_696_17_00_22.jpg,7
6578,../scenario23_dev/unit1/camera_data/image_BS1_7195_17_47_24.jpg,4
8500,../scenario23_dev/unit1/camera_data/image_BS1_9117_17_53_49.jpg,20
1229,../scenario23_dev/unit1/camera_data/image_BS1_1229_17_01_46.jpg,14
5731,../scenario23_dev/unit1/camera_data/image_BS1_6348_17_45_06.jpg,16
6411,../scenario23_dev/unit1/camera_data/image_BS1_7028_17_46_57.jpg,17
9603,../scenario23_dev/unit1/camera_data/image_BS1_10220_17_56_35.jpg,16
3799,../scenario23_dev/unit1/camera_data/image_BS1_3799_17_09_05.jpg,14
2135,../scenario23_dev/unit1/camera_data/image_BS1_2135_17_04_22.jpg,9
3493,../scenario23_dev/unit1/camera_data/image_BS1_3493_17_08_05.jpg,15
288,../scenario23_dev/unit1/camera_data/image_BS1_288_16_59_19.jpg,14
2107,../scenario23_dev/unit1/camera_data/image_BS1_2107_17_04_16.jpg,16
5680,../scenario23_dev/unit1/camera_data/image_BS1_6297_17_44_59.jpg,15
2770,../scenario23_dev/unit1/camera_data/image_BS1_2770_17_06_05.jpg,18
1290,../scenario23_dev/unit1/camera_data/image_BS1_1290_17_01_57.jpg,16
5356,../scenario23_dev/unit1/camera_data/image_BS1_5973_17_16_26.jpg,23
11263,../scenario23_dev/unit1/camera_data/image_BS1_11880_18_02_02.jpg,17
9265,../scenario23_dev/unit1/camera_data/image_BS1_9882_17_55_44.jpg,17
4870,../scenario23_dev/unit1/camera_data/image_BS1_5487_17_15_02.jpg,11
3364,../scenario23_dev/unit1/camera_data/image_BS1_3364_17_07_33.jpg,20
686,../scenario23_dev/unit1/camera_data/image_BS1_686_17_00_21.jpg,13
7458,../scenario23_dev/unit1/camera_data/image_BS1_8075_17_49_43.jpg,28
1316,../scenario23_dev/unit1/camera_data/image_BS1_1316_17_02_00.jpg,16
1086,../scenario23_dev/unit1/camera_data/image_BS1_1086_17_01_24.jpg,14
210,../scenario23_dev/unit1/camera_data/image_BS1_210_16_59_09.jpg,14
2049,../scenario23_dev/unit1/camera_data/image_BS1_2049_17_04_08.jpg,17
8998,../scenario23_dev/unit1/camera_data/image_BS1_9615_17_55_03.jpg,17
729,../scenario23_dev/unit1/camera_data/image_BS1_729_17_00_27.jpg,13
7646,../scenario23_dev/unit1/camera_data/image_BS1_8263_17_50_16.jpg,3
6445,../scenario23_dev/unit1/camera_data/image_BS1_7062_17_47_05.jpg,19
1538,../scenario23_dev/unit1/camera_data/image_BS1_1538_17_02_35.jpg,17
6663,../scenario23_dev/unit1/camera_data/image_BS1_7280_17_47_49.jpg,26
1174,../scenario23_dev/unit1/camera_data/image_BS1_1174_17_01_39.jpg,12
6184,../scenario23_dev/unit1/camera_data/image_BS1_6801_17_46_18.jpg,26
1886,../scenario23_dev/unit1/camera_data/image_BS1_1886_17_03_43.jpg,13
1650,../scenario23_dev/unit1/camera_data/image_BS1_1650_17_02_55.jpg,17
6918,../scenario23_dev/unit1/camera_data/image_BS1_7535_17_48_24.jpg,12
4815,../scenario23_dev/unit1/camera_data/image_BS1_5432_17_14_53.jpg,12
5087,../scenario23_dev/unit1/camera_data/image_BS1_5704_17_15_37.jpg,17
4253,../scenario23_dev/unit1/camera_data/image_BS1_4870_17_13_23.jpg,17
1159,../scenario23_dev/unit1/camera_data/image_BS1_1159_17_01_37.jpg,19
3669,../scenario23_dev/unit1/camera_data/image_BS1_3669_17_08_45.jpg,15
1662,../scenario23_dev/unit1/camera_data/image_BS1_1662_17_02_56.jpg,19
2752,../scenario23_dev/unit1/camera_data/image_BS1_2752_17_06_02.jpg,17
1704,../scenario23_dev/unit1/camera_data/image_BS1_1704_17_03_06.jpg,15
10693,../scenario23_dev/unit1/camera_data/image_BS1_11310_18_00_12.jpg,4
343,../scenario23_dev/unit1/camera_data/image_BS1_343_16_59_26.jpg,15
3601,../scenario23_dev/unit1/camera_data/image_BS1_3601_17_08_34.jpg,15
4228,../scenario23_dev/unit1/camera_data/image_BS1_4845_17_13_20.jpg,11
5850,../scenario23_dev/unit1/camera_data/image_BS1_6467_17_45_22.jpg,15
9581,../scenario23_dev/unit1/camera_data/image_BS1_10198_17_56_32.jpg,15
6507,../scenario23_dev/unit1/camera_data/image_BS1_7124_17_47_15.jpg,22
9394,../scenario23_dev/unit1/camera_data/image_BS1_10011_17_56_04.jpg,18
2810,../scenario23_dev/unit1/camera_data/image_BS1_2810_17_06_10.jpg,11
957,../scenario23_dev/unit1/camera_data/image_BS1_957_17_01_03.jpg,20
7930,../scenario23_dev/unit1/camera_data/image_BS1_8547_17_51_50.jpg,9
7866,../scenario23_dev/unit1/camera_data/image_BS1_8483_17_50_55.jpg,25
221,../scenario23_dev/unit1/camera_data/image_BS1_221_16_59_11.jpg,14
2392,../scenario23_dev/unit1/camera_data/image_BS1_2392_17_05_00.jpg,17
7199,../scenario23_dev/unit1/camera_data/image_BS1_7816_17_49_02.jpg,9
4480,../scenario23_dev/unit1/camera_data/image_BS1_5097_17_13_59.jpg,12
9933,../scenario23_dev/unit1/camera_data/image_BS1_10550_17_57_40.jpg,17
10201,../scenario23_dev/unit1/camera_data/image_BS1_10818_17_58_20.jpg,17
3944,../scenario23_dev/unit1/camera_data/image_BS1_4561_17_12_25.jpg,16
8674,../scenario23_dev/unit1/camera_data/image_BS1_9291_17_54_15.jpg,17
3589,../scenario23_dev/unit1/camera_data/image_BS1_3589_17_08_32.jpg,15
551,../scenario23_dev/unit1/camera_data/image_BS1_551_16_59_54.jpg,21
4884,../scenario23_dev/unit1/camera_data/image_BS1_5501_17_15_04.jpg,9
6948,../scenario23_dev/unit1/camera_data/image_BS1_7565_17_48_28.jpg,14
7695,../scenario23_dev/unit1/camera_data/image_BS1_8312_17_50_31.jpg,7
10005,../scenario23_dev/unit1/camera_data/image_BS1_10622_17_57_52.jpg,17
4572,../scenario23_dev/unit1/camera_data/image_BS1_5189_17_14_14.jpg,12
5282,../scenario23_dev/unit1/camera_data/image_BS1_5899_17_16_15.jpg,13
373,../scenario23_dev/unit1/camera_data/image_BS1_373_16_59_31.jpg,16
5781,../scenario23_dev/unit1/camera_data/image_BS1_6398_17_45_12.jpg,17
10960,../scenario23_dev/unit1/camera_data/image_BS1_11577_18_00_55.jpg,2
4317,../scenario23_dev/unit1/camera_data/image_BS1_4934_17_13_34.jpg,16
6127,../scenario23_dev/unit1/camera_data/image_BS1_6744_17_46_01.jpg,16
6913,../scenario23_dev/unit1/camera_data/image_BS1_7530_17_48_24.jpg,12
479,../scenario23_dev/unit1/camera_data/image_BS1_479_16_59_45.jpg,15
6475,../scenario23_dev/unit1/camera_data/image_BS1_7092_17_47_11.jpg,19
2478,../scenario23_dev/unit1/camera_data/image_BS1_2478_17_05_14.jpg,13
4477,../scenario23_dev/unit1/camera_data/image_BS1_5094_17_13_58.jpg,11
914,../scenario23_dev/unit1/camera_data/image_BS1_914_17_00_57.jpg,12
1050,../scenario23_dev/unit1/camera_data/image_BS1_1050_17_01_18.jpg,15
11025,../scenario23_dev/unit1/camera_data/image_BS1_11642_18_01_04.jpg,2
8648,../scenario23_dev/unit1/camera_data/image_BS1_9265_17_54_11.jpg,17
7823,../scenario23_dev/unit1/camera_data/image_BS1_8440_17_50_49.jpg,25
534,../scenario23_dev/unit1/camera_data/image_BS1_534_16_59_52.jpg,22
3628,../scenario23_dev/unit1/camera_data/image_BS1_3628_17_08_37.jpg,15
7537,../scenario23_dev/unit1/camera_data/image_BS1_8154_17_49_59.jpg,15
7398,../scenario23_dev/unit1/camera_data/image_BS1_8015_17_49_33.jpg,15
9010,../scenario23_dev/unit1/camera_data/image_BS1_9627_17_55_04.jpg,17
2029,../scenario23_dev/unit1/camera_data/image_BS1_2029_17_04_05.jpg,19
10923,../scenario23_dev/unit1/camera_data/image_BS1_11540_18_00_48.jpg,2
3921,../scenario23_dev/unit1/camera_data/image_BS1_3921_17_09_23.jpg,20
2398,../scenario23_dev/unit1/camera_data/image_BS1_2398_17_05_01.jpg,17
5547,../scenario23_dev/unit1/camera_data/image_BS1_6164_17_44_41.jpg,17
7467,../scenario23_dev/unit1/camera_data/image_BS1_8084_17_49_44.jpg,20
4234,../scenario23_dev/unit1/camera_data/image_BS1_4851_17_13_21.jpg,11
590,../scenario23_dev/unit1/camera_data/image_BS1_590_17_00_03.jpg,11
11356,../scenario23_dev/unit1/camera_data/image_BS1_11973_18_02_14.jpg,18
5460,../scenario23_dev/unit1/camera_data/image_BS1_6077_17_16_44.jpg,17
10600,../scenario23_dev/unit1/camera_data/image_BS1_11217_17_59_26.jpg,2
4515,../scenario23_dev/unit1/camera_data/image_BS1_5132_17_14_06.jpg,20
5486,../scenario23_dev/unit1/camera_data/image_BS1_6103_17_16_49.jpg,17
6250,../scenario23_dev/unit1/camera_data/image_BS1_6867_17_46_27.jpg,12
8899,../scenario23_dev/unit1/camera_data/image_BS1_9516_17_54_48.jpg,17
9979,../scenario23_dev/unit1/camera_data/image_BS1_10596_17_57_49.jpg,17
10672,../scenario23_dev/unit1/camera_data/image_BS1_11289_18_00_08.jpg,4
5198,../scenario23_dev/unit1/camera_data/image_BS1_5815_17_15_57.jpg,8
4521,../scenario23_dev/unit1/camera_data/image_BS1_5138_17_14_07.jpg,19
2248,../scenario23_dev/unit1/camera_data/image_BS1_2248_17_04_39.jpg,12
5659,../scenario23_dev/unit1/camera_data/image_BS1_6276_17_44_56.jpg,15
3179,../scenario23_dev/unit1/camera_data/image_BS1_3179_17_07_06.jpg,12
11059,../scenario23_dev/unit1/camera_data/image_BS1_11676_18_01_10.jpg,2
9814,../scenario23_dev/unit1/camera_data/image_BS1_10431_17_57_06.jpg,17
6601,../scenario23_dev/unit1/camera_data/image_BS1_7218_17_47_41.jpg,3
5506,../scenario23_dev/unit1/camera_data/image_BS1_6123_17_44_35.jpg,21
3923,../scenario23_dev/unit1/camera_data/image_BS1_3923_17_09_23.jpg,20
5195,../scenario23_dev/unit1/camera_data/image_BS1_5812_17_15_56.jpg,9
9749,../scenario23_dev/unit1/camera_data/image_BS1_10366_17_56_56.jpg,17
9867,../scenario23_dev/unit1/camera_data/image_BS1_10484_17_57_19.jpg,17
3869,../scenario23_dev/unit1/camera_data/image_BS1_3869_17_09_16.jpg,17
587,../scenario23_dev/unit1/camera_data/image_BS1_587_17_00_03.jpg,12
11261,../scenario23_dev/unit1/camera_data/image_BS1_11878_18_02_01.jpg,17
7082,../scenario23_dev/unit1/camera_data/image_BS1_7699_17_48_46.jpg,15
814,../scenario23_dev/unit1/camera_data/image_BS1_814_17_00_41.jpg,12
10819,../scenario23_dev/unit1/camera_data/image_BS1_11436_18_00_32.jpg,2
2312,../scenario23_dev/unit1/camera_data/image_BS1_2312_17_04_48.jpg,17
2453,../scenario23_dev/unit1/camera_data/image_BS1_2453_17_05_11.jpg,19
2582,../scenario23_dev/unit1/camera_data/image_BS1_2582_17_05_34.jpg,15
8182,../scenario23_dev/unit1/camera_data/image_BS1_8799_17_52_52.jpg,17
538,../scenario23_dev/unit1/camera_data/image_BS1_538_16_59_52.jpg,22
2935,../scenario23_dev/unit1/camera_data/image_BS1_2935_17_06_29.jpg,19
2489,../scenario23_dev/unit1/camera_data/image_BS1_2489_17_05_15.jpg,11
2354,../scenario23_dev/unit1/camera_data/image_BS1_2354_17_04_55.jpg,12
4081,../scenario23_dev/unit1/camera_data/image_BS1_4698_17_12_52.jpg,11
11239,../scenario23_dev/unit1/camera_data/image_BS1_11856_18_01_57.jpg,18
7492,../scenario23_dev/unit1/camera_data/image_BS1_8109_17_49_52.jpg,25
429,../scenario23_dev/unit1/camera_data/image_BS1_429_16_59_38.jpg,15
5801,../scenario23_dev/unit1/camera_data/image_BS1_6418_17_45_15.jpg,16
7530,../scenario23_dev/unit1/camera_data/image_BS1_8147_17_49_58.jpg,14
8983,../scenario23_dev/unit1/camera_data/image_BS1_9600_17_55_00.jpg,17
3002,../scenario23_dev/unit1/camera_data/image_BS1_3002_17_06_40.jpg,19
1523,../scenario23_dev/unit1/camera_data/image_BS1_1523_17_02_33.jpg,17
8174,../scenario23_dev/unit1/camera_data/image_BS1_8791_17_52_51.jpg,17
7604,../scenario23_dev/unit1/camera_data/image_BS1_8221_17_50_10.jpg,19
8864,../scenario23_dev/unit1/camera_data/image_BS1_9481_17_54_43.jpg,17
3736,../scenario23_dev/unit1/camera_data/image_BS1_3736_17_08_54.jpg,16
601,../scenario23_dev/unit1/camera_data/image_BS1_601_17_00_04.jpg,9
385,../scenario23_dev/unit1/camera_data/image_BS1_385_16_59_32.jpg,15
4637,../scenario23_dev/unit1/camera_data/image_BS1_5254_17_14_25.jpg,15
6560,../scenario23_dev/unit1/camera_data/image_BS1_7177_17_47_22.jpg,11
6280,../scenario23_dev/unit1/camera_data/image_BS1_6897_17_46_31.jpg,14
2898,../scenario23_dev/unit1/camera_data/image_BS1_2898_17_06_23.jpg,20
4720,../scenario23_dev/unit1/camera_data/image_BS1_5337_17_14_38.jpg,20
3950,../scenario23_dev/unit1/camera_data/image_BS1_4567_17_12_26.jpg,17
6604,../scenario23_dev/unit1/camera_data/image_BS1_7221_17_47_42.jpg,3
7433,../scenario23_dev/unit1/camera_data/image_BS1_8050_17_49_38.jpg,7
8375,../scenario23_dev/unit1/camera_data/image_BS1_8992_17_53_22.jpg,10
3566,../scenario23_dev/unit1/camera_data/image_BS1_3566_17_08_27.jpg,15
1141,../scenario23_dev/unit1/camera_data/image_BS1_1141_17_01_32.jpg,15
1869,../scenario23_dev/unit1/camera_data/image_BS1_1869_17_03_41.jpg,14
6640,../scenario23_dev/unit1/camera_data/image_BS1_7257_17_47_46.jpg,20
6295,../scenario23_dev/unit1/camera_data/image_BS1_6912_17_46_34.jpg,15
8249,../scenario23_dev/unit1/camera_data/image_BS1_8866_17_53_02.jpg,28
1740,../scenario23_dev/unit1/camera_data/image_BS1_1740_17_03_21.jpg,15
8111,../scenario23_dev/unit1/camera_data/image_BS1_8728_17_52_40.jpg,17
10796,../scenario23_dev/unit1/camera_data/image_BS1_11413_18_00_28.jpg,2
6786,../scenario23_dev/unit1/camera_data/image_BS1_7403_17_48_06.jpg,11
8917,../scenario23_dev/unit1/camera_data/image_BS1_9534_17_54_50.jpg,17
8078,../scenario23_dev/unit1/camera_data/image_BS1_8695_17_52_35.jpg,17
2159,../scenario23_dev/unit1/camera_data/image_BS1_2159_17_04_25.jpg,14
5249,../scenario23_dev/unit1/camera_data/image_BS1_5866_17_16_09.jpg,12
9084,../scenario23_dev/unit1/camera_data/image_BS1_9701_17_55_16.jpg,17
8693,../scenario23_dev/unit1/camera_data/image_BS1_9310_17_54_17.jpg,17
10516,../scenario23_dev/unit1/camera_data/image_BS1_11133_17_59_13.jpg,6
1100,../scenario23_dev/unit1/camera_data/image_BS1_1100_17_01_26.jpg,14
1959,../scenario23_dev/unit1/camera_data/image_BS1_1959_17_03_54.jpg,15
8546,../scenario23_dev/unit1/camera_data/image_BS1_9163_17_53_56.jpg,19
10122,../scenario23_dev/unit1/camera_data/image_BS1_10739_17_58_09.jpg,17
7350,../scenario23_dev/unit1/camera_data/image_BS1_7967_17_49_25.jpg,9
7688,../scenario23_dev/unit1/camera_data/image_BS1_8305_17_50_30.jpg,7
933,../scenario23_dev/unit1/camera_data/image_BS1_933_17_01_00.jpg,14
1563,../scenario23_dev/unit1/camera_data/image_BS1_1563_17_02_40.jpg,15
6474,../scenario23_dev/unit1/camera_data/image_BS1_7091_17_47_11.jpg,17
785,../scenario23_dev/unit1/camera_data/image_BS1_785_17_00_36.jpg,20
2654,../scenario23_dev/unit1/camera_data/image_BS1_2654_17_05_47.jpg,20
5,../scenario23_dev/unit1/camera_data/image_BS1_5_16_58_42.jpg,20
3723,../scenario23_dev/unit1/camera_data/image_BS1_3723_17_08_53.jpg,17
10694,../scenario23_dev/unit1/camera_data/image_BS1_11311_18_00_12.jpg,4
919,../scenario23_dev/unit1/camera_data/image_BS1_919_17_00_58.jpg,13
4705,../scenario23_dev/unit1/camera_data/image_BS1_5322_17_14_35.jpg,14
1463,../scenario23_dev/unit1/camera_data/image_BS1_1463_17_02_23.jpg,14
6190,../scenario23_dev/unit1/camera_data/image_BS1_6807_17_46_19.jpg,26
2525,../scenario23_dev/unit1/camera_data/image_BS1_2525_17_05_20.jpg,17
402,../scenario23_dev/unit1/camera_data/image_BS1_402_16_59_35.jpg,15
7633,../scenario23_dev/unit1/camera_data/image_BS1_8250_17_50_14.jpg,3
9225,../scenario23_dev/unit1/camera_data/image_BS1_9842_17_55_38.jpg,17
1072,../scenario23_dev/unit1/camera_data/image_BS1_1072_17_01_21.jpg,12
7982,../scenario23_dev/unit1/camera_data/image_BS1_8599_17_52_05.jpg,15
3732,../scenario23_dev/unit1/camera_data/image_BS1_3732_17_08_54.jpg,16
606,../scenario23_dev/unit1/camera_data/image_BS1_606_17_00_05.jpg,9
